title,views,time-stamp-upload-milliseconds,time-stamp,date-time-hr,upload-time-hr,upload-time-stamp,description,video-length,video-length-milliseconds,channel
Is this only the first of many leaks to come? | DW News,217910,259778000,1681497489374, 2023-04-14 20:38:09.374000, 2023-04-11 20:28:31.374000,1681237711374, Officials in the United States are scrambling to identify the source of an apparent breach of highly classified documents.\nThe leak reportedly gives details on a range of topics including..., 9 minutes 38 seconds,578000,DW-News
Chinese FM Meets with Representatives from US Friendly Groups Business Circle,4934,172852000,1680007230866, 2023-03-28 14:40:30.866000, 2023-03-26 14:39:38.866000,1679834378866, Chinese State Councilor and Foreign Minister Qin Gang had a meeting with a U.S. delegation consisting of representatives from friendly groups and business circle in Beijing on Saturday.\nhttps://www..., 52 seconds,52000,CCTV-Video-News-Agency
"\""I don't think China can act as a peace broker\"" Lithuania's president Gitanas Nauseda | DW News",69009,346225000,1683017396775, 2023-05-02 10:49:56.775000, 2023-04-28 10:39:31.775000,1682671171775, China's and Ukraine’s presidents Xi and Zelenskyy spoke on the phone this week for the first time since February 2022. Lithuanian president Gitanas Nauseda tells DW which conditions he says..., 10 minutes 25 seconds,625000,DW-News
Russia launches a barrage of air strikes across Ukrainian cities | DW News,349572,259771000,1683821559135, 2023-05-11 18:12:39.135000, 2023-05-08 18:03:08.135000,1683561788135, Russia launched a large-scale wave of strikes on Kyiv and across Ukraine sowing destruction and injuries officials said early on Monday as Moscow prepares for its Victory Day holiday. Victory..., 9 minutes 31 seconds,571000,DW-News
Oil gas and Putin's war: Kazakhstan between Russia and China | DW News,114556,173760000,1683293043674, 2023-05-05 15:24:03.674000, 2023-05-03 15:08:03.674000,1683119283674, Kazakhstan is in a awkward position in international politics. It has a lot of similarities to Ukraine and traditionally a lot of Russian influence as well. Now the country has deal with..., 16 minutes 52 seconds,1012000,DW-News
Violent pension protests mean King Charles's France visit is postponed  – BBC News,40169,345935000,1680022622533, 2023-03-28 18:57:02.533000, 2023-03-24 17:51:27.533000,1679676687533, King Charles’s state visit to France has been postponed after pension protests turned violent.\n\nThe monarch had been due to visit Paris and Bordeaux but President Emmanuel Macron requested..., 5 minutes 35 seconds,335000,BBC-News
Afghan refugees in Mexico hope to seek asylum in US,8139,86560000,1685293986995, 2023-05-28 19:13:06.995000, 2023-05-27 19:10:26.995000,1685207426995, Thousands of Afghans are believed to have made their way to Mexico since 2021 when the Taliban returned to power in Afghanistan.\nMany have been caught up in the surge of refugees and migrants..., 2 minutes 40 seconds,160000,Al-Jazeera-English
Severe drought and climate change threaten Kenyans’ livelihoods,3228,86528000,1681115352159, 2023-04-10 10:29:12.159000, 2023-04-09 10:27:04.159000,1681028824159, The Horn of Africa is experiencing its longest and most severe drought on record pushing millions of people to the brink of starvation.\r\nIt is a situation made worse by the climate crisis...., 2 minutes 8 seconds,128000,Al-Jazeera-English
Philippines US start largest ever drills in South China Sea,9091,86536000,1681373758058, 2023-04-13 10:15:58.058000, 2023-04-12 10:13:42.058000,1681287222058, The United States and the Philippines have begun their largest-ever military drills which will include a live-fire exercise on a sunken ship in the South China Sea.\r\nMore than 17000 soldiers..., 2 minutes 16 seconds,136000,Al-Jazeera-English
France: Several people trapped after building collapses in Marseilles,7244,86505000,1681216298955, 2023-04-11 14:31:38.955000, 2023-04-10 14:29:53.955000,1681129793955, Several people are thought to be trapped under a collapsed building in the French city of Marseille.\r\nThere was an explosion on Sunday but it is still not clear what caused it. Rescue teams..., 1 minute 45 seconds,105000,Al-Jazeera-English
Trans activist attacks NCAA swimmer Riley Gaines,522956,86907000,1681009256123, 2023-04-09 05:00:56.123000, 2023-04-08 04:52:29.123000,1680922349123, OutKick founder Clay Travis on the need to protect women’s sports and swimmer Riley Gaines being physically attacked by a trans activist at a California university.\n\nSubscribe to Fox News!..., 8 minutes 27 seconds,507000,Fox-News
Kherson flooding: Ukraine’s Zelenskyy visits affected areas,3857,86557000,1686453146533, 2023-06-11 05:12:26.533000, 2023-06-10 05:09:49.533000,1686366589533, Ukraine and Russia are accusing each other of hampering efforts to evacuate people from the flooded Kherson region.\nShelling and casualties have been reported on sides controlled by both Kyiv..., 2 minutes 37 seconds,157000,Al-Jazeera-English
Jesse Watters: A ‘Squad’ member wants trillions in reparations,139169,86754000,1684549724141, 2023-05-20 04:28:44.141000, 2023-05-19 04:22:50.141000,1684462970141, 'The Five' co-hosts discuss 'Squad' member Rep. Cori Bush calling for $14 trillion in reparations for slavery. #foxnews #fox #thefive \n\nSubscribe to Fox News! https://bit.ly/2vBUvAS\nWatch more..., 5 minutes 54 seconds,354000,Fox-News
Gutfeld: This is a waste of researching funding,117652,86823000,1682172405929, 2023-04-22 16:06:45.929000, 2023-04-21 15:59:42.929000,1682085582929, 'Gutfeld!' panelists weigh in on an Australian study involving swallowing Legos and the harm done in letting them pass through one's digestive system.\n\nSubscribe to Fox News! https://bit.ly/2vaBUvA..., 7 minutes 3 seconds,423000,Fox-News
Liberal media torched for vilifying FBI whistleblowers,149359,86708000,1684638525517, 2023-05-21 05:08:45.517000, 2023-05-20 05:03:37.517000,1684551817517, Wall Street Editorial Board's Kim Strassel on FBI whistleblower testimonies and the abuse and retaliation they experienced\n\nSubscribe to Fox News! https://bit.ly/2vBUvAS\nWatch more Fox News..., 5 minutes 8 seconds,308000,Fox-News
Weingarten allies 'kept making excuses' over school closings: DeVos,19856,86782000,1682931792555, 2023-05-01 11:03:12.555000, 2023-04-30 10:56:50.555000,1682845010555, Former Education Secretary Betsy DeVos joined ‘Cavuto Live’ to discuss teacher’s union chief Randi Weingarten and her involvement in the CDC’s COVID-19 school policies. #foxnews \n\nSubscribe..., 6 minutes 22 seconds,382000,Fox-News
Is Ukraine behind the alleged Kremlin drone attack? - BBC Newsnight,78718,173087000,1683439210028, 2023-05-07 08:00:10.028000, 2023-05-05 07:55:23.028000,1683266123028," \""We don't attack Putin or Moscow” President Zelensky retorted yesterday to accusations by the Kremlin of \""a planned terrorist attack and an assassination attempt on the President\"" overnight...", 4 minutes 47 seconds,287000,BBC-News
Missouri shooting victim Ralph Yarl recovering at home | Al Jazeera Newsfeed,1209,86483000,1681969045164, 2023-04-20 07:37:25.164000, 2023-04-19 07:36:02.164000,1681882562164, The family of 16-year-old Ralph Yarl said he is back home recovering after being shot last week. Yarl who is Black was shot in the head and arm allegedly by a white homeowner when he went..., 1 minute 23 seconds,83000,Al-Jazeera-English
Controversy explodes after teacher blasts woke high school,225558,86714000,1684023842141, 2023-05-14 02:24:02.141000, 2023-05-13 02:18:48.141000,1683937128141, ‘Outnumbered’ hosts respond to the situation in Kansas where a longtime teacher is facing calls for termination over an op-ed criticizing woke curriculum in schools. #foxnews \n\nSubscribe..., 5 minutes 14 seconds,314000,Fox-News
Yanis Varoufakis on why we should 'let the banks burn' | UpFront,43456,87900000,1680406725675, 2023-04-02 05:38:45.675000, 2023-04-01 05:13:45.675000,1680318825675, Are we in the midst of a new banking crisis?\r\n\r\nThe collapse of the Silicon Valley Bank in early March threatened to destabilise major banks in Switzerland and Germany triggering fears of..., 25 minutes 1 second,1501000,Al-Jazeera-English
Devin Nunes: How should Congress address FBI issues after Durham report?,60710,86748000,1684412875977, 2023-05-18 14:27:55.977000, 2023-05-17 14:22:07.977000,1684326127977, Former Rep. Devin Nunes R-Calif. sounds off on 'Hannity' after special counsel John Durham releases long-awaited report. #foxnews  #hannity  \n\nSubscribe to Fox News! https://bit.ly/2vaBUvAS..., 5 minutes 48 seconds,348000,Fox-News
Something strange is going on in Texas: UFO investigator,97198,86692000,1682490447000, 2023-04-26 08:27:27, 2023-04-25 08:22:35,1682403755000, 'UFO Seekers' lead investigator Tim Doyle weighs in on what could be the reason for the mutilations of six cows in Texas on 'Jesse Watters Primetime.' #foxnews #fox #jessewattersprimetime ..., 4 minutes 52 seconds,292000,Fox-News
Jon Stewart: GOP resorts to culture wars because they are out of ideas,543842,173165000,1680104169857, 2023-03-29 17:36:09.857000, 2023-03-27 17:30:04.857000,1679931004857, Jon Stewart discusses the weaponization of Critical Race Theory in politics and the Republican tactic of stoking culture wars among voters with CNN's Fareed Zakaria.  #jonstewart #fareedzakaria #CNN, 6 minutes 5 seconds,365000,CNN-News
Emergency stop for AI: Six months to save humanity? Interview with Max Tegmark | DW Business Special,54988,51780000,1681549236250, 2023-04-15 11:00:36.250000, 2023-04-14 20:37:36.250000,1681497456250, A leading expert in artificial intelligence warns that the race to develop more sophisticated models is outpacing our ability to regulate the technology. Critics say his warnings overhype the..., 23 minutes 1 second,1381000,DW-News
Anti-Putin Russians based in Ukraine allegedly stage incursion into Russia,167641,86735000,1684968277706, 2023-05-25 00:44:37.706000, 2023-05-24 00:39:02.706000,1684881542706, Video shows anti-Putin Russian nationals based in Ukraine allegedly launching attacks into Russia. CNN's Matthew Chance reports. #CNN #News, 5 minutes 35 seconds,335000,CNN-News
Fighting rages in West Darfur as Sudan marks one month of warfare,3112,86589000,1684300545505, 2023-05-17 07:15:45.505000, 2023-05-16 07:12:36.505000,1684213956505, Human rights groups and civilians say another wave of deadly attacks has hit West Darfur’s capital el-Geneina.\nFighting between the Sudanese army and the paramilitary Rapid Support Forces..., 3 minutes 9 seconds,189000,Al-Jazeera-English
Is Iran's government behind the mysterious poisonings of schoolgirls? | DW News,26487,259574000,1683042769737, 2023-05-02 17:52:49.737000, 2023-04-29 17:46:35.737000,1682783195737, Families in Iran are accusing the authorities of failing to stop a months-long series of poison attacks on schoolgirls. More than 13000 cases of gas poisoning have been registered. Amnesty..., 6 minutes 14 seconds,374000,DW-News
Buckingham Palace rejects request to return remains of Ethiopian prince - BBC News,163678,259408000,1685093014771, 2023-05-26 11:23:34.771000, 2023-05-23 11:20:06.771000,1684833606771, Buckingham Palace has declined a request to return the remains of an Ethiopian prince who came to be buried at Windsor Castle in the 19th Century.\n\nPrince Alemayehu was taken to the UK aged..., 3 minutes 28 seconds,208000,BBC-News
Zaporizhzhia Nuclear Plant Outage: Ukraine blames Russian missile strikes,30188,86557000,1684848791291, 2023-05-23 15:33:11.291000, 2023-05-22 15:30:34.291000,1684762234291, Ukraine's occupied Zaporizhzhia nuclear power plant has suffered another major outage. Ukraine's nuclear agency Energoatom says the outage was caused by Russian missile strikes. Russia's defense..., 2 minutes 37 seconds,157000,Al-Jazeera-English
King Charles’s coronation: How will the day unfold?,2220,86558000,1683482894222, 2023-05-07 20:08:14.222000, 2023-05-06 20:05:36.222000,1683396336222, The final preparations for the Coronation of Britain’s King Charles III are almost complete.\nHundreds of VIPs will attend the ceremony inside Westminster Abbey.\nAnd many millions more will..., 2 minutes 38 seconds,158000,Al-Jazeera-English
‘Kind of gross’: John King reacts to Trump-aligned super PAC ad,59756,173219000,1681932725004, 2023-04-19 21:32:05.004000, 2023-04-17 21:25:06.004000,1681759506004, Super PAC advertisements aligned with Former President Donald Trump and Florida Gov. Ron DeSantis have turned nasty including an ad featuring DeSantis’ alleged eating habit. CNN’s John..., 6 minutes 59 seconds,419000,CNN-News
Japan Should Stop Blaming China Start Self-Reflection: Spokeswoman,1919,86481000,1685013574327, 2023-05-25 13:19:34.327000, 2023-05-24 13:18:13.327000,1684927093327, China's foreign ministry on Tuesday urged Japan to reflect on its wrongdoing of hyping up China-related issues at the Group of Seven (G7) Hiroshima Summit and stop putting blame on China\nhttps://w..., 1 minute 21 seconds,81000,CCTV-Video-News-Agency
What's next in Israel's stalemate over judicial reforms? | Conflict Zone,10132,62760000,1681989885765, 2023-04-20 13:24:45.765000, 2023-04-19 19:58:45.765000,1681927125765, Months of mass protests led Prime Minister Benjamin Netanyahu to pause the reform that critics say would undermine the independence of the Supreme Court and erode the country's democracy and..., 26 minutes 7 seconds,1567000,DW-News
